target,feat,metric,value
hdac8,fp,ROC,0.9535617063460842
ampc,fp,ROC,0.5014900312461776
lkha4,fp,ROC,0.9819100427782881
kit,fp,ROC,0.9987553402536453
nram,fp,ROC,0.8155001396128745
fak1,fp,ROC,0.9978028262821069
wee1,fp,ROC,0.9975756678687406
hdac2,fp,ROC,0.9628809740073576
cdk2,fp,ROC,0.9439732600695104
ital,fp,ROC,0.8136233815689261
casp3,fp,ROC,0.9027547281192221
tryb1,fp,ROC,0.9849844912811407
abl1,fp,ROC,0.9749992369720609
tysy,fp,ROC,0.9880549278610266
hs90a,fp,ROC,0.8886756805972867
mcr,fp,ROC,0.977504581782932
src,fp,ROC,0.9856902166688358
jak2,fp,ROC,0.9895830048826746
fa10,fp,ROC,0.8918584813930877
pde5a,fp,ROC,0.9104943463501751
akt2,fp,ROC,0.9866762633391075
fkb1a,fp,ROC,0.855108535174175
kif11,fp,ROC,0.8427986547187105
hivrt,fp,ROC,0.8586675366285254
pur2,fp,ROC,0.9958179895207067
sahh,fp,ROC,0.935004608852018
cah2,fp,ROC,0.7389322707677876
pparg,fp,ROC,0.985881754185489
dpp4,fp,ROC,0.8454395202247711
parp1,fp,ROC,0.8683684108430306
egfr,fp,ROC,0.9763428981671707
aldr,fp,ROC,0.7137717550381689
adrb1,fp,ROC,0.988982495892139
grik1,fp,ROC,0.7559308049983882
ppard,fp,ROC,0.9904225530380651
ptn1,fp,ROC,0.9610720300935642
rxra,fp,ROC,0.8174838862546132
tgfr1,fp,ROC,0.9684526563661902
ace,fp,ROC,0.9504235692650942
reni,fp,ROC,0.9816310885717655
plk1,fp,ROC,0.9320926170380149
mapk2,fp,ROC,0.9678822995710986
esr1,fp,ROC,0.9943542451458122
gria2,fp,ROC,0.8552948742349891
urok,fp,ROC,0.9839854073549215
lck,fp,ROC,0.9828854949401092
pgh2,fp,ROC,0.8135189276160483
kpcb,fp,ROC,0.9645468082168012
thb,fp,ROC,0.8917592890893469
nos1,fp,ROC,0.8813583573044121
bace1,fp,ROC,0.9579361544172236
prgr,fp,ROC,0.9845353706383027
fa7,fp,ROC,0.9978458729207682
ppara,fp,ROC,0.988160455821899
ada,fp,ROC,0.8704947602785589
fpps,fp,ROC,0.6231443900811742
cp2c9,fp,ROC,0.9338547023771899
fabp4,fp,ROC,0.8079208529203921
cxcr4,fp,ROC,0.9141195015377981
igf1r,fp,ROC,0.9864450828881215
braf,fp,ROC,0.9667797696550573
thrb,fp,ROC,0.973314606040114
rock1,fp,ROC,0.9661748274780674
esr2,fp,ROC,0.9951093215989184
mk10,fp,ROC,0.9661032429493106
aofb,fp,ROC,0.7594932360478458
pnph,fp,ROC,0.9191747621157877
xiap,fp,ROC,0.9070947785201684
fgfr1,fp,ROC,0.5270205914368651
adrb2,fp,ROC,0.9934778911499581
dhi1,fp,ROC,0.7177184044860605
vgfr2,fp,ROC,0.9952433897038214
mk14,fp,ROC,0.9456323910391858
dyr,fp,ROC,0.9070779839306315
hmdh,fp,ROC,0.8647942956807223
csf1r,fp,ROC,0.9765008538099124
hivint,fp,ROC,0.7755783961231828
pygm,fp,ROC,0.7737701669815212
mmp13,fp,ROC,0.916490705738036
met,fp,ROC,0.9612871874949169
akt1,fp,ROC,0.9712089849692506
glcm,fp,ROC,0.7796709523298038
mk01,fp,ROC,0.9958266212845562
kith,fp,ROC,0.857685664404933
aces,fp,ROC,0.8805842389272067
inha,fp,ROC,0.8384261565944414
ada17,fp,ROC,0.9278341218361167
pyrd,fp,ROC,0.8361395336998575
pgh1,fp,ROC,0.7585469943159406
def,fp,ROC,0.9021785430313125
gcr,fp,EF1,25.972309003124114
fnta,fp,EF1,21.36956629194441
pa2ga,fp,EF1,23.7699604743083
try1,fp,EF1,34.10408750719631
comt,fp,EF1,2.332558139534884
aa2ar,fp,EF1,16.599069379818044
andr,fp,EF1,22.905300649486698
mp2k1,fp,EF1,31.312372093023253
hxk4,fp,EF1,35.65000803470995
drd3,fp,EF1,18.20508111092237
hivpr,fp,EF1,11.192397679561552
cp3a4,fp,EF1,29.25214459636636
hdac8,fp,EF1,21.98641809543483
ampc,fp,EF1,0.0
lkha4,fp,EF1,34.91148386006422
kit,fp,EF1,42.60734774933805
nram,fp,EF1,3.1772944819819817
fak1,fp,EF1,39.9985754985755
wee1,fp,EF1,40.43039086517347
hdac2,fp,EF1,28.086326402016383
cdk2,fp,EF1,26.236103225925568
ital,fp,EF1,15.629513343799058
casp3,fp,EF1,14.058531746031747
tryb1,fp,EF1,25.611577964519142
abl1,fp,EF1,36.24023809523809
tysy,fp,EF1,22.77329309694455
hs90a,fp,EF1,17.506122448979593
mcr,fp,EF1,28.146596858638745
src,fp,EF1,42.26740294511379
jak2,fp,EF1,40.51681537405628
fa10,fp,EF1,21.516152403682234
pde5a,fp,EF1,19.32008273446464
akt2,fp,EF1,35.45982319567225
fkb1a,fp,EF1,4.472064777327936
kif11,fp,EF1,8.36575526669655
hivrt,fp,EF1,14.264915572232647
pur2,fp,EF1,11.859608299398875
sahh,fp,EF1,12.887719298245614
cah2,fp,EF1,8.402681314188262
pparg,fp,EF1,36.61487012085012
dpp4,fp,EF1,9.180031152647974
parp1,fp,EF1,17.247311037833768
egfr,fp,EF1,39.714387506975996
aldr,fp,EF1,6.47088153171121
adrb1,fp,EF1,33.982833627278076
grik1,fp,EF1,2.087068965517241
ppard,fp,EF1,45.118218161050834
ptn1,fp,EF1,19.762461059190034
rxra,fp,EF1,9.980041730926244
tgfr1,fp,EF1,30.084269662921347
ace,fp,EF1,16.349993889771476
reni,fp,EF1,12.540983606557377
plk1,fp,EF1,41.46511936339523
mapk2,fp,EF1,29.795
esr1,fp,EF1,34.253996447602134
gria2,fp,EF1,3.8372539327149546
urok,fp,EF1,32.4081399150049
lck,fp,EF1,39.788756983240226
pgh2,fp,EF1,8.823510230700254
kpcb,fp,EF1,31.01296456352636
thb,fp,EF1,14.176906779661017
nos1,fp,EF1,18.2515243902439
bace1,fp,EF1,22.465721487082547
prgr,fp,EF1,36.15638162829612
fa7,fp,EF1,31.623849539815925
ppara,fp,EF1,37.24083563263698
ada,fp,EF1,18.0459354493103
fpps,fp,EF1,0.9616429765886287
cp2c9,fp,EF1,40.3016393442623
fabp4,fp,EF1,24.66303690260133
cxcr4,fp,EF1,2.5565802592223332
igf1r,fp,EF1,39.51987196585756
braf,fp,EF1,30.919354838709676
thrb,fp,EF1,32.35874479428303
rock1,fp,EF1,26.42900880214313
esr2,fp,EF1,35.253308128544425
mk10,fp,EF1,29.342953739589344
aofb,fp,EF1,15.09141156462585
pnph,fp,EF1,2.63646288209607
xiap,fp,EF1,6.06
fgfr1,fp,EF1,2.5320512820512824
adrb2,fp,EF1,33.65092585706849
dhi1,fp,EF1,10.60163917525773
vgfr2,fp,EF1,38.53065449010654
mk14,fp,EF1,30.674945622727737
dyr,fp,EF1,22.652676889965026
hmdh,fp,EF1,7.88549660771883
csf1r,fp,EF1,41.76773543730065
hivint,fp,EF1,6.597
pygm,fp,EF1,5.904610492845787
mmp13,fp,EF1,17.16654211868993
met,fp,EF1,34.8013468013468
akt1,fp,EF1,33.675001989337154
glcm,fp,EF1,0.0
mk01,fp,EF1,34.29411764705882
kith,fp,EF1,7.5683060109289615
aces,fp,EF1,10.606877563312015
inha,fp,EF1,2.9259032455603182
ada17,fp,EF1,16.87964370689137
pyrd,fp,EF1,16.101928374655646
pgh1,fp,EF1,7.6325843916205365
def,fp,EF1,9.159090909090908
