target,feat,metric,value
ace,fp,EF1,12.784556667957299
ada17,fp,EF1,8.030478335145208
bace1,fp,EF1,15.468879210540823
casp3,fp,EF1,10.352432432432433
dpp4,fp,EF1,4.453914351163727
fa10,fp,EF1,12.126357918810749
fa7,fp,EF1,7.670439189189189
hivpr,fp,EF1,7.110552505147562
lkha4,fp,EF1,15.19676356261619
mmp13,fp,EF1,10.899160120547405
reni,fp,EF1,14.871933736858873
thrb,fp,EF1,9.551601423487545
try1,fp,EF1,6.35058018067503
tryb1,fp,EF1,5.910931174089068
urok,fp,EF1,8.529219530949634
abl1,fp,EF1,16.047030080928387
akt1,fp,EF1,19.02331892511925
akt2,fp,EF1,13.76515937731653
braf,fp,EF1,15.611766526128497
cdk2,fp,EF1,13.169650931452342
csf1r,fp,EF1,16.808325532734983
egfr,fp,EF1,19.390518752656185
fak1,fp,EF1,13.196172248803826
fgfr1,fp,EF1,1.7378984651711922
igf1r,fp,EF1,28.859928097345133
jak2,fp,EF1,21.04926348648912
kit,fp,EF1,7.981334509112287
kpcb,fp,EF1,19.55268817204301
lck,fp,EF1,13.635031209062188
mapk2,fp,EF1,16.63379854368932
met,fp,EF1,14.026921989824759
mk01,fp,EF1,15.32328180009184
mk10,fp,EF1,13.978494623655914
mk14,fp,EF1,11.489869467762494
mp2k1,fp,EF1,8.3461235733963
plk1,fp,EF1,28.524976958525343
rock1,fp,EF1,16.456233421750664
src,fp,EF1,17.492845513656725
tgfr1,fp,EF1,19.342316765964256
vgfr2,fp,EF1,20.56247186796699
wee1,fp,EF1,25.097207739543506
aces,fp,EF1,10.40580655957162
ada,fp,EF1,10.36681398151868
aldr,fp,EF1,0.9145650048875856
ampc,fp,EF1,0.0
aofb,fp,EF1,11.469472789115645
cah2,fp,EF1,8.874546292031322
comt,fp,EF1,0.0
cp2c9,fp,EF1,37.98403236108154
cp3a4,fp,EF1,27.554928441846403
def,fp,EF1,6.31719854358535
dhi1,fp,EF1,3.8616167716331637
dyr,fp,EF1,7.264050378032651
fabp4,fp,EF1,19.378100423472475
fkb1a,fp,EF1,10.264817150063053
fnta,fp,EF1,20.878812992238643
fpps,fp,EF1,4.2382118799755055
glcm,fp,EF1,0.0
gria2,fp,EF1,6.765760586898798
grik1,fp,EF1,0.0
hdac2,fp,EF1,17.653718091009992
hdac8,fp,EF1,9.873152807732247
hivint,fp,EF1,1.4356068411291985
hivrt,fp,EF1,9.895688853935798
hmdh,fp,EF1,14.174942114741448
hs90a,fp,EF1,17.835839999999997
hxk4,fp,EF1,28.52000642776796
inha,fp,EF1,4.388854868340477
ital,fp,EF1,21.514683898345954
kif11,fp,EF1,8.6403803531851
kith,fp,EF1,6.265412748171369
nos1,fp,EF1,14.542168674698795
nram,fp,EF1,11.347480292792792
pa2ga,fp,EF1,12.700638835239934
parp1,fp,EF1,12.967542316325913
pde5a,fp,EF1,20.277699915511157
pgh1,fp,EF1,7.633143103262626
pgh2,fp,EF1,8.675948908272858
pnph,fp,EF1,6.913686218407248
ptn1,fp,EF1,28.661520467836258
pur2,fp,EF1,9.03551209469892
pygm,fp,EF1,7.118528027385538
pyrd,fp,EF1,18.885052350189355
sahh,fp,EF1,8.591812865497076
tysy,fp,EF1,14.986821249037636
xiap,fp,EF1,12.501389498317975
aa2ar,prop,ROC,0.6662268066059824
adrb1,prop,ROC,0.7022276269968494
adrb2,prop,ROC,0.7318101594298858
cxcr4,prop,ROC,0.7794340084704257
drd3,prop,ROC,0.5883700582959419
andr,prop,ROC,0.6067159046278946
esr1,prop,ROC,0.7493826269531505
esr2,prop,ROC,0.7735685678790789
gcr,prop,ROC,0.6208881532771712
mcr,prop,ROC,0.5965278052446308
ppara,prop,ROC,0.689825625802739
ppard,prop,ROC,0.7036953502871828
pparg,prop,ROC,0.6895627013404725
prgr,prop,ROC,0.5924882530817146
rxra,prop,ROC,0.6515761685304525
thb,prop,ROC,0.7204624859221096
ace,prop,ROC,0.6866509023160832
ada17,prop,ROC,0.636251822583881
bace1,prop,ROC,0.7569668961326484
casp3,prop,ROC,0.6921770467566069
dpp4,prop,ROC,0.5670953621639669
fa10,prop,ROC,0.8072125167529731
fa7,prop,ROC,0.8099316390335115
hivpr,prop,ROC,0.7824377205810723
lkha4,prop,ROC,0.5708194299572562
mmp13,prop,ROC,0.6614308888018303
reni,prop,ROC,0.934477032774803
thrb,prop,ROC,0.7546160137439426
try1,prop,ROC,0.7651042552979516
tryb1,prop,ROC,0.7426820974385919
urok,prop,ROC,0.741480665557273
abl1,prop,ROC,0.7572189998676457
akt1,prop,ROC,0.773150976774647
akt2,prop,ROC,0.7835795076009933
braf,prop,ROC,0.6979493395007808
cdk2,prop,ROC,0.5870576301315277
csf1r,prop,ROC,0.6282495153041281
egfr,prop,ROC,0.6733237883508485
fak1,prop,ROC,0.6596906928557975
fgfr1,prop,ROC,0.5147890387124837
igf1r,prop,ROC,0.7800334151465065
jak2,prop,ROC,0.696616977595287
kit,prop,ROC,0.7128211371895978
kpcb,prop,ROC,0.7633713306633986
lck,prop,ROC,0.7074851274448051
mapk2,prop,ROC,0.6948282001206595
met,prop,ROC,0.710838305279655
mk01,prop,ROC,0.57299406801266
mk10,prop,ROC,0.6083973145505619
mk14,prop,ROC,0.680480919914277
mp2k1,prop,ROC,0.6366577212706874
plk1,prop,ROC,0.6899239855755479
rock1,prop,ROC,0.6572457515501753
src,prop,ROC,0.7391281359711422
tgfr1,prop,ROC,0.5165412550133559
vgfr2,prop,ROC,0.6648288009044866
wee1,prop,ROC,0.7285594186811668
aces,prop,ROC,0.735479227797323
ada,prop,ROC,0.6489874893977947
aldr,prop,ROC,0.5405849486546728
ampc,prop,ROC,0.49921355683510815
aofb,prop,ROC,0.5861373333058515
cah2,prop,ROC,0.6783400087242732
comt,prop,ROC,0.5389561539646247
cp2c9,prop,ROC,0.7303054308599596
cp3a4,prop,ROC,0.7906161893028042
def,prop,ROC,0.5839965231246848
dhi1,prop,ROC,0.5642123782824547
dyr,prop,ROC,0.7580165405335966
fabp4,prop,ROC,0.672037361354349
fkb1a,prop,ROC,0.6045749232477627
fnta,prop,ROC,0.7407860339550015
fpps,prop,ROC,0.7648746611672251
glcm,prop,ROC,0.7761259337158539
gria2,prop,ROC,0.5807133044509714
grik1,prop,ROC,0.5436714045958178
hdac2,prop,ROC,0.6975718128270023
hdac8,prop,ROC,0.6700347847152107
hivint,prop,ROC,0.5373250808829926
hivrt,prop,ROC,0.586922753668919
hmdh,prop,ROC,0.7425524674022216
hs90a,prop,ROC,0.7463868878996358
hxk4,prop,ROC,0.5984522468732633
inha,prop,ROC,0.6430689399555226
ital,prop,ROC,0.729145285637381
kif11,prop,ROC,0.6419792254183118
kith,prop,ROC,0.657068768635412
nos1,prop,ROC,0.6798283504898146
nram,prop,ROC,0.7101546303007682
pa2ga,prop,ROC,0.6793497294816675
parp1,prop,ROC,0.5763271869941773
pde5a,prop,ROC,0.6618767496679588
pgh1,prop,ROC,0.5545019701854254
pgh2,prop,ROC,0.5460494824009067
pnph,prop,ROC,0.49589105955241475
ptn1,prop,ROC,0.8777652211608892
pur2,prop,ROC,0.7682294947281939
pygm,prop,ROC,0.5798646802420142
pyrd,prop,ROC,0.5466900605276865
sahh,prop,ROC,0.4812125058555088
tysy,prop,ROC,0.8025266594195214
xiap,prop,ROC,0.6754736593221776
aa2ar,prop,EF1,7.703294487100073
adrb1,prop,EF1,18.577058259665566
adrb2,prop,EF1,23.71666737913051
cxcr4,prop,EF1,16.56206088992974
drd3,prop,EF1,6.511500244339469
andr,prop,EF1,3.8307202039515613
esr1,prop,EF1,15.982500857070459
esr2,prop,EF1,17.317550560894215
gcr,prop,EF1,6.9479132490864455
mcr,prop,EF1,6.776914219919401
ppara,prop,EF1,14.944717110982324
ppard,prop,EF1,21.90740740740741
pparg,prop,EF1,13.045538766669276
prgr,prop,EF1,4.520631742853965
rxra,prop,EF1,9.963912630579298
thb,prop,EF1,13.727335164835166
ace,prop,EF1,10.798606117595
ada17,prop,EF1,14.49657777383356
bace1,prop,EF1,30.731506698274433
casp3,prop,EF1,24.44324324324324
dpp4,prop,EF1,1.7630077640023083
fa10,prop,EF1,20.589545216314082
fa7,prop,EF1,23.55920608108108
hivpr,prop,EF1,23.414546633112177
lkha4,prop,EF1,3.696510055771506
mmp13,prop,EF1,19.387001630354227
reni,prop,EF1,19.046511627906977
thrb,prop,EF1,23.87900355871886
try1,prop,EF1,22.491638139890735
tryb1,prop,EF1,29.554655870445348
urok,prop,EF1,14.434063821607076
abl1,prop,EF1,23.899832035425256
akt1,prop,EF1,18.30994446542728
akt2,prop,EF1,26.471460340993325
braf,prop,EF1,18.81418017251383
cdk2,prop,EF1,5.142435125614725
csf1r,prop,EF1,9.804856560762072
egfr,prop,EF1,13.00730450488738
fak1,prop,EF1,7.917703349282297
fgfr1,prop,EF1,0.8689492325855961
igf1r,prop,EF1,24.41993915929203
jak2,prop,EF1,10.52463174324456
kit,prop,EF1,17.958002645502646
kpcb,prop,EF1,27.292293906810034
lck,prop,EF1,19.93940047776836
mapk2,prop,EF1,4.403064320388349
met,prop,EF1,20.627826455624646
mk01,prop,EF1,1.459360171437318
mk10,prop,EF1,4.838709677419355
mk14,prop,EF1,12.584142750406539
mp2k1,prop,EF1,8.763429752066116
plk1,prop,EF1,19.44884792626728
rock1,prop,EF1,7.978779840848807
src,prop,EF1,23.76614183579569
tgfr1,prop,EF1,1.432764204886241
vgfr2,prop,EF1,14.086102775693924
wee1,prop,EF1,21.40644189549299
aces,prop,EF1,13.874408746095492
ada,prop,EF1,4.99142895406455
aldr,prop,EF1,1.8291300097751713
ampc,prop,EF1,3.296996662958843
aofb,prop,EF1,7.243877551020408
cah2,prop,EF1,16.549829571625978
comt,prop,EF1,0.0
cp2c9,prop,EF1,28.075154353842876
cp3a4,prop,EF1,28.10602701068333
def,prop,EF1,8.84407796101949
dhi1,prop,EF1,5.020101803123112
dyr,prop,EF1,7.795566259352112
fabp4,prop,EF1,5.284936479128857
fkb1a,prop,EF1,4.765807962529274
fnta,prop,EF1,14.964135090754608
fpps,prop,EF1,1.4127372933251683
glcm,prop,EF1,0.3233850229876101
gria2,prop,EF1,3.0445922641044594
grik1,prop,EF1,5.982030636292223
hdac2,prop,EF1,15.131758363722847
hdac8,prop,EF1,15.024362968288202
hivint,prop,EF1,5.26389175080706
hivrt,prop,EF1,7.853721312647457
hmdh,prop,EF1,17.887426954316588
hs90a,prop,EF1,14.592959999999998
hxk4,prop,EF1,2.3766672023139965
inha,prop,EF1,5.8518064911206364
ital,prop,EF1,21.514683898345954
kif11,prop,EF1,3.049546007006506
kith,prop,EF1,6.265412748171369
nos1,prop,EF1,8.55421686746988
nram,prop,EF1,5.900689752252252
pa2ga,prop,EF1,15.082008616847421
parp1,prop,EF1,4.457592671237031
pde5a,prop,EF1,13.329397147259083
pgh1,prop,EF1,4.017443738559276
pgh2,prop,EF1,1.697468264662081
pnph,prop,EF1,2.160526943252265
ptn1,prop,EF1,32.24421052631579
pur2,prop,EF1,5.0197289414994
pygm,prop,EF1,10.677792041078305
pyrd,prop,EF1,3.0216083760302963
sahh,prop,EF1,0.0
tysy,prop,EF1,19.548027716136044
xiap,prop,EF1,22.658768465701332
