target,feat,metric,value
akt1,fp,EF1,18.809399999999997
akt2,fp,EF1,11.286324786324789
braf,fp,EF1,21.413105413105413
cdk2,fp,EF1,15.818392134181607
csf1r,fp,EF1,27.141358463726885
egfr,fp,EF1,14.083335221479551
fak1,fp,EF1,10.551470588235293
fgfr1,fp,EF1,1.7966101694915255
igf1r,fp,EF1,32.18489434608795
jak2,fp,EF1,20.525252525252526
kit,fp,EF1,11.433825944170772
kpcb,fp,EF1,19.318181818181817
lck,fp,EF1,21.14210265720416
mapk2,fp,EF1,24.23385416666667
met,fp,EF1,25.49063336306869
mk01,fp,EF1,10.454256854256855
mk10,fp,EF1,17.06276923076923
mk14,fp,EF1,11.55451843419971
mp2k1,fp,EF1,12.241070285494814
plk1,fp,EF1,23.21453089244851
rock1,fp,EF1,17.26166426166426
src,fp,EF1,21.20418848167539
tgfr1,fp,EF1,23.75837789661319
vgfr2,fp,EF1,31.064241701451003
wee1,fp,EF1,47.747368421052634
aces,fp,EF1,10.995060790273556
ada,fp,EF1,18.419159335288366
aldr,fp,EF1,1.9254777070063693
ampc,fp,EF1,0.0
aofb,fp,EF1,11.511475409836066
cah2,fp,EF1,7.29739494552731
comt,fp,EF1,0.0
cp2c9,fp,EF1,41.890476190476186
cp3a4,fp,EF1,42.63025804171085
def,fp,EF1,12.349536178107606
dhi1,fp,EF1,3.154304349272903
dyr,fp,EF1,6.089301072186228
fabp4,fp,EF1,22.033096926713945
fkb1a,fp,EF1,5.997758266392677
fnta,fp,EF1,41.15361272861478
fpps,fp,EF1,8.314839572192513
glcm,fp,EF1,0.0
gria2,fp,EF1,8.53115844038765
grik1,fp,EF1,3.1468253968253967
hdac2,fp,EF1,24.48789900575615
hdac8,fp,EF1,11.033784252514742
hivint,fp,EF1,2.0942562592047125
hivrt,fp,EF1,12.902482064814052
hmdh,fp,EF1,17.80392156862745
hs90a,fp,EF1,13.691496374423203
hxk4,fp,EF1,42.077705827937095
inha,fp,EF1,7.107178968655208
ital,fp,EF1,24.129353233830845
kif11,fp,EF1,7.959752321981425
kith,fp,EF1,14.16892911010558
nos1,fp,EF1,23.141975308641975
nram,fp,EF1,10.363726135615536
pa2ga,fp,EF1,25.888617886178864
parp1,fp,EF1,20.182453032300593
pde5a,fp,EF1,27.328694099419657
pgh1,fp,EF1,6.219327850929315
pgh2,fp,EF1,9.183464422901041
pnph,fp,EF1,11.738696255201111
ptn1,fp,EF1,28.448
pur2,fp,EF1,4.268412438625205
pygm,fp,EF1,11.583098591549296
pyrd,fp,EF1,15.742545871559631
sahh,fp,EF1,25.491156462585035
tysy,fp,EF1,8.820990566037736
xiap,fp,EF1,6.544871794871795
