target,feat,metric,value
mk10,prop,EF1,2.2145625463841014
mk14,prop,EF1,4.56321505131487
mp2k1,prop,EF1,3.2714418604651163
plk1,prop,EF1,6.258885941644563
rock1,prop,EF1,8.975889781859932
src,prop,EF1,2.4152801682922163
tgfr1,prop,EF1,0.35814606741573035
vgfr2,prop,EF1,4.387153729071537
wee1,prop,EF1,3.0322793148880103
aces,prop,EF1,4.105888089024005
ada,prop,EF1,5.759341100843711
aldr,prop,EF1,2.7732349421619467
ampc,prop,EF1,1.6479421579532814
aofb,prop,EF1,7.243877551020408
cah2,prop,EF1,5.9398264462365296
comt,prop,EF1,0.0
cp2c9,prop,EF1,20.15081967213115
cp3a4,prop,EF1,18.906873946431915
def,prop,EF1,7.196428571428571
dhi1,prop,EF1,0.4000618556701031
dyr,prop,EF1,1.5101784593310015
fabp4,prop,EF1,7.046581972171809
fkb1a,prop,EF1,0.0
fnta,prop,EF1,5.4736082081120765
fpps,prop,EF1,0.48082148829431437
glcm,prop,EF1,0.9701550689628302
gria2,prop,EF1,3.4884126661045043
grik1,prop,EF1,1.3913793103448275
hdac2,prop,EF1,2.9054820415879017
hdac8,prop,EF1,2.9315224127246435
hivint,prop,EF1,1.014923076923077
hivrt,prop,EF1,5.255495210822553
hmdh,prop,EF1,7.470470470470471
hs90a,prop,EF1,3.890249433106576
hxk4,prop,EF1,0.0
inha,prop,EF1,0.0
ital,prop,EF1,0.0
kif11,prop,EF1,1.5685791125056028
kith,prop,EF1,3.3636915604128714
nos1,prop,EF1,8.423780487804878
nram,prop,EF1,6.808488175675675
pa2ga,prop,EF1,2.742687747035573
parp1,prop,EF1,2.2254594887527444
pde5a,prop,EF1,2.6345567365179057
pgh1,prop,EF1,4.017149679800283
pgh2,prop,EF1,2.301785277573979
pnph,prop,EF1,1.75764192139738
ptn1,prop,EF1,0.9410695742471443
pur2,prop,EF1,0.5390731045181307
pygm,prop,EF1,0.0
pyrd,prop,EF1,2.3002754820936637
sahh,prop,EF1,0.0
tysy,prop,EF1,2.9520935496039225
xiap,prop,EF1,3.03
aa2ar,fp,ROC,0.8945818607251488
adrb1,fp,ROC,0.7773331445123396
adrb2,fp,ROC,0.7858267861090478
cxcr4,fp,ROC,0.8904851637151556
drd3,fp,ROC,0.7918763385637443
andr,fp,ROC,0.7038051840678928
esr1,fp,ROC,0.8470621278753181
esr2,fp,ROC,0.836316908490759
gcr,fp,ROC,0.8151792473816984
mcr,fp,ROC,0.7127769896045277
ppara,fp,ROC,0.897389799675457
ppard,fp,ROC,0.859806499026434
pparg,fp,ROC,0.9036176634018748
prgr,fp,ROC,0.753049119108906
rxra,fp,ROC,0.7700650819217192
thb,fp,ROC,0.8375201353092785
ace,fp,ROC,0.842164702518696
ada17,fp,ROC,0.9371496674341704
bace1,fp,ROC,0.8863529259868952
casp3,fp,ROC,0.7806137366064467
dpp4,fp,ROC,0.7363940295529112
fa10,fp,ROC,0.8024636480155574
fa7,fp,ROC,0.8676465193626882
hivpr,fp,ROC,0.8887362280572798
lkha4,fp,ROC,0.851350422160987
mmp13,fp,ROC,0.9088955754188275
reni,fp,ROC,0.8880303544050006
thrb,fp,ROC,0.8417588256260756
try1,fp,ROC,0.8730732436649249
tryb1,fp,ROC,0.8675816889080953
urok,fp,ROC,0.8906500283759868
abl1,fp,ROC,0.8686474871963912
akt1,fp,ROC,0.8870924055267929
akt2,fp,ROC,0.8822188896730181
braf,fp,ROC,0.8752841946118715
cdk2,fp,ROC,0.8698203208912981
csf1r,fp,ROC,0.8719219981209325
egfr,fp,ROC,0.8047640051764812
fak1,fp,ROC,0.9136451003388064
fgfr1,fp,ROC,0.511939858490566
igf1r,fp,ROC,0.9485737236604291
jak2,fp,ROC,0.9097849684628976
kit,fp,ROC,0.8520892482893276
kpcb,fp,ROC,0.8668173705811322
lck,fp,ROC,0.8778377114457513
mapk2,fp,ROC,0.9500218574727813
met,fp,ROC,0.9130536443338376
mk01,fp,ROC,0.9220893525254624
mk10,fp,ROC,0.8528050957611717
mk14,fp,ROC,0.8931850202117443
mp2k1,fp,ROC,0.8881729208425585
plk1,fp,ROC,0.8804045495153139
rock1,fp,ROC,0.7975595572974531
src,fp,ROC,0.904257891557198
tgfr1,fp,ROC,0.8878335949764521
vgfr2,fp,ROC,0.9245586684641155
wee1,fp,ROC,0.984411163141181
aces,fp,ROC,0.7850025486554156
ada,fp,ROC,0.8441786220481228
aldr,fp,ROC,0.5490213019982405
ampc,fp,ROC,0.5059573450756691
aofb,fp,ROC,0.6606271169555689
cah2,fp,ROC,0.662375903576181
comt,fp,ROC,0.4875205842978828
cp2c9,fp,ROC,0.8855202293870562
cp3a4,fp,ROC,0.8696901273083347
def,fp,ROC,0.923411410018553
dhi1,fp,ROC,0.7045043114849494
dyr,fp,ROC,0.8607393766269338
fabp4,fp,ROC,0.8560235966448521
fkb1a,fp,ROC,0.726823473800849
fnta,fp,ROC,0.9427929503674357
fpps,fp,ROC,0.7849622890453258
glcm,fp,ROC,0.799637129979575
gria2,fp,ROC,0.7663889949556865
grik1,fp,ROC,0.7494582529682712
hdac2,fp,ROC,0.8607832892575712
hdac8,fp,ROC,0.8509325843285969
hivint,fp,ROC,0.6022623886196655
hivrt,fp,ROC,0.7988722653959132
hmdh,fp,ROC,0.8439129418738528
hs90a,fp,ROC,0.8008877355913684
hxk4,fp,ROC,0.8590710202448927
inha,fp,ROC,0.774802829053701
ital,fp,ROC,0.8315839997461285
kif11,fp,ROC,0.7655782967345115
kith,fp,ROC,0.7020114159774156
nos1,fp,ROC,0.8108400888191549
nram,fp,ROC,0.8056932394093146
pa2ga,fp,ROC,0.8454797085111523
parp1,fp,ROC,0.8083199691879923
pde5a,fp,ROC,0.8562442165603761
pgh1,fp,ROC,0.7190166599695261
pgh2,fp,ROC,0.7494847702481628
pnph,fp,ROC,0.8195677503199176
ptn1,fp,ROC,0.856942666022007
pur2,fp,ROC,0.9587966810853005
pygm,fp,ROC,0.7949142835428744
pyrd,fp,ROC,0.7836668841746729
sahh,fp,ROC,0.6409492724058208
tysy,fp,ROC,0.7640505961869787
xiap,fp,ROC,0.8330561742143034
aa2ar,fp,EF1,10.709077019237446
adrb1,fp,EF1,7.1682539682539685
adrb2,fp,EF1,7.084405443593367
cxcr4,fp,EF1,11.930707876370887
drd3,fp,EF1,8.924059368099202
andr,fp,EF1,5.4351560863188775
esr1,fp,EF1,6.957843028419183
esr2,fp,EF1,9.097627904140497
gcr,fp,EF1,7.59190570860551
mcr,fp,EF1,10.621357305146697
ppara,fp,EF1,8.040634966137528
ppard,fp,EF1,8.203312392918333
pparg,fp,EF1,10.552757327406583
prgr,fp,EF1,5.987681033985344
rxra,fp,EF1,3.992016692370498
thb,fp,EF1,9.451271186440678
ace,fp,EF1,7.90249704672288
ada17,fp,EF1,13.893245204902895
bace1,fp,EF1,13.769313169502205
casp3,fp,EF1,6.07936507936508
dpp4,fp,EF1,4.402668001780151
fa10,fp,EF1,7.650187521309238
fa7,fp,EF1,6.187274909963985
hivpr,fp,EF1,15.274330950931057
lkha4,fp,EF1,12.732423525435186
mmp13,fp,EF1,17.55669080320561
reni,fp,EF1,15.049180327868854
thrb,fp,EF1,4.927727633647161
try1,fp,EF1,5.7457973517559005
tryb1,fp,EF1,11.952069716775599
urok,fp,EF1,4.898904870872834
abl1,fp,EF1,14.78220238095238
akt1,fp,EF1,11.885294819766052
akt2,fp,EF1,5.67357171130756
braf,fp,EF1,17.90067911714771
cdk2,fp,EF1,11.559471223303838
csf1r,fp,EF1,15.469531643444686
egfr,fp,EF1,6.791307900821175
fak1,fp,EF1,9.301994301994302
fgfr1,fp,EF1,1.5192307692307694
igf1r,fp,EF1,25.317417978127498
jak2,fp,EF1,10.66231983527797
kit,fp,EF1,11.753751103265666
kpcb,fp,EF1,9.021953327571305
lck,fp,EF1,13.449720670391063
mapk2,fp,EF1,13.635
met,fp,EF1,10.564694564694564
mk01,fp,EF1,17.892583120204602
mk10,fp,EF1,9.965531458728456
mk14,fp,EF1,12.675597364763528
mp2k1,fp,EF1,7.477581395348838
plk1,fp,EF1,13.300132625994694
rock1,fp,EF1,10.47187141216992
src,fp,EF1,15.699321093899407
tgfr1,fp,EF1,18.623595505617978
vgfr2,fp,EF1,15.831902587519023
wee1,fp,EF1,24.258234519104082
aces,fp,EF1,6.158832133536008
ada,fp,EF1,1.1518682201687422
aldr,fp,EF1,1.3866174710809733
ampc,fp,EF1,0.0
aofb,fp,EF1,6.640221088435374
cah2,fp,EF1,6.084700261998397
comt,fp,EF1,0.0
cp2c9,fp,EF1,30.573657433578294
cp3a4,fp,EF1,24.257876006742833
def,fp,EF1,13.738636363636363
dhi1,fp,EF1,3.200494845360825
dyr,fp,EF1,4.530535377993004
fabp4,fp,EF1,7.046581972171809
fkb1a,fp,EF1,0.8131026867868973
fnta,fp,EF1,16.94569116484013
fpps,fp,EF1,2.404107441471572
glcm,fp,EF1,0.0
gria2,fp,EF1,2.790730132883603
grik1,fp,EF1,1.3913793103448275
hdac2,fp,EF1,10.653434152488973
hdac8,fp,EF1,4.3972836190869655
hivint,fp,EF1,1.014923076923077
hivrt,fp,EF1,8.44633158882196
hmdh,fp,EF1,12.035757980202424
hs90a,fp,EF1,6.807936507936508
hxk4,fp,EF1,20.59778242005464
inha,fp,EF1,2.9259032455603182
ital,fp,EF1,6.251805337519623
kif11,fp,EF1,5.228597041685343
kith,fp,EF1,11.77292046144505
nos1,fp,EF1,3.2759146341463414
nram,fp,EF1,15.432573198198197
pa2ga,fp,EF1,16.456126482213442
parp1,fp,EF1,12.796392060328278
pde5a,fp,EF1,12.821509451053807
pgh1,fp,EF1,6.82915445566048
pgh2,fp,EF1,9.207141110295916
pnph,fp,EF1,10.985262008733624
ptn1,fp,EF1,19.762461059190034
pur2,fp,EF1,1.0781462090362615
pygm,fp,EF1,3.936406995230525
pyrd,fp,EF1,10.734618916437098
sahh,fp,EF1,0.0
tysy,fp,EF1,9.699735948698603
xiap,fp,EF1,4.04
